0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.009999999999999898e-01,-5.839999999999999636e-01,9.099999999999999756e-02,-3.899999999999999994e-02,-1.000000000000000056e-01,-6.430000000000000160e-01
2.469999999999999973e-01,-4.969999999999999973e-01,7.799999999999999989e-02,-2.199999999999999872e-02,-1.069999999999999979e-01,-5.769999999999999574e-01
2.039999999999999869e-01,-4.229999999999999871e-01,6.700000000000000400e-02,-1.400000000000000029e-02,-1.160000000000000059e-01,-5.080000000000000071e-01
1.719999999999999862e-01,-3.589999999999999858e-01,5.800000000000000294e-02,-1.000000000000000021e-02,-1.260000000000000009e-01,-4.400000000000000022e-01
1.459999999999999909e-01,-3.049999999999999933e-01,5.000000000000000278e-02,-7.000000000000000146e-03,-1.340000000000000080e-01,-3.750000000000000000e-01
1.239999999999999991e-01,-2.590000000000000080e-01,4.299999999999999656e-02,-5.000000000000000104e-03,-1.390000000000000124e-01,-3.210000000000000075e-01
1.059999999999999970e-01,-2.200000000000000011e-01,3.699999999999999817e-02,-3.000000000000000062e-03,-1.409999999999999865e-01,-2.740000000000000213e-01
8.999999999999999667e-02,-1.869999999999999996e-01,3.099999999999999978e-02,-1.000000000000000021e-03,-1.419999999999999873e-01,-2.340000000000000135e-01
7.599999999999999811e-02,-1.590000000000000024e-01,2.699999999999999969e-02,-0.000000000000000000e+00,-1.400000000000000133e-01,-1.990000000000000102e-01
6.500000000000000222e-02,-1.350000000000000089e-01,2.299999999999999961e-02,0.000000000000000000e+00,-1.380000000000000115e-01,-1.700000000000000122e-01
5.500000000000000028e-02,-1.150000000000000050e-01,2.000000000000000042e-02,1.000000000000000021e-03,-1.330000000000000071e-01,-1.449999999999999900e-01
4.700000000000000011e-02,-9.800000000000000377e-02,1.700000000000000122e-02,1.000000000000000021e-03,-1.270000000000000018e-01,-1.229999999999999982e-01
4.000000000000000083e-02,-8.300000000000000433e-02,1.400000000000000029e-02,1.000000000000000021e-03,-1.199999999999999956e-01,-1.049999999999999961e-01
3.400000000000000244e-02,-7.099999999999999367e-02,1.200000000000000025e-02,1.000000000000000021e-03,-1.130000000000000032e-01,-8.899999999999999578e-02
2.900000000000000147e-02,-5.999999999999999778e-02,1.000000000000000021e-02,1.000000000000000021e-03,-1.039999999999999952e-01,-7.599999999999999811e-02
2.500000000000000139e-02,-5.099999999999999672e-02,8.999999999999999320e-03,1.000000000000000021e-03,-9.600000000000000200e-02,-6.500000000000000222e-02
2.100000000000000130e-02,-4.299999999999999656e-02,8.000000000000000167e-03,1.000000000000000021e-03,-8.699999999999999400e-02,-5.500000000000000028e-02
1.799999999999999864e-02,-3.699999999999999817e-02,6.000000000000000125e-03,1.000000000000000021e-03,-7.900000000000000078e-02,-4.700000000000000011e-02
1.499999999999999944e-02,-3.099999999999999978e-02,5.000000000000000104e-03,1.000000000000000021e-03,-7.099999999999999367e-02,-4.000000000000000083e-02
1.299999999999999940e-02,-2.699999999999999969e-02,5.000000000000000104e-03,1.000000000000000021e-03,-6.400000000000000133e-02,-3.400000000000000244e-02
1.099999999999999936e-02,-2.299999999999999961e-02,4.000000000000000083e-03,1.000000000000000021e-03,-5.700000000000000205e-02,-2.900000000000000147e-02
8.999999999999999320e-03,-1.899999999999999953e-02,3.000000000000000062e-03,0.000000000000000000e+00,-5.000000000000000278e-02,-2.400000000000000050e-02
8.000000000000000167e-03,-1.600000000000000033e-02,3.000000000000000062e-03,0.000000000000000000e+00,-4.499999999999999833e-02,-2.100000000000000130e-02
7.000000000000000146e-03,-1.400000000000000029e-02,2.000000000000000042e-03,0.000000000000000000e+00,-3.899999999999999994e-02,-1.799999999999999864e-02
6.000000000000000125e-03,-1.200000000000000025e-02,2.000000000000000042e-03,0.000000000000000000e+00,-3.500000000000000333e-02,-1.499999999999999944e-02
5.000000000000000104e-03,-1.000000000000000021e-02,2.000000000000000042e-03,0.000000000000000000e+00,-2.999999999999999889e-02,-1.299999999999999940e-02
4.000000000000000083e-03,-8.999999999999999320e-03,1.000000000000000021e-03,0.000000000000000000e+00,-2.699999999999999969e-02,-1.099999999999999936e-02
3.000000000000000062e-03,-7.000000000000000146e-03,1.000000000000000021e-03,0.000000000000000000e+00,-2.299999999999999961e-02,-8.999999999999999320e-03
3.000000000000000062e-03,-6.000000000000000125e-03,1.000000000000000021e-03,0.000000000000000000e+00,-2.000000000000000042e-02,-8.000000000000000167e-03
3.000000000000000062e-03,-5.000000000000000104e-03,1.000000000000000021e-03,0.000000000000000000e+00,-1.799999999999999864e-02,-7.000000000000000146e-03
2.000000000000000042e-03,-4.000000000000000083e-03,1.000000000000000021e-03,0.000000000000000000e+00,-1.499999999999999944e-02,-6.000000000000000125e-03
2.000000000000000042e-03,-4.000000000000000083e-03,1.000000000000000021e-03,0.000000000000000000e+00,-1.299999999999999940e-02,-5.000000000000000104e-03
2.000000000000000042e-03,-3.000000000000000062e-03,1.000000000000000021e-03,0.000000000000000000e+00,-1.200000000000000025e-02,-4.000000000000000083e-03
1.000000000000000021e-03,-3.000000000000000062e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-3.000000000000000062e-03
1.000000000000000021e-03,-2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.999999999999999320e-03,-3.000000000000000062e-03
1.000000000000000021e-03,-2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000146e-03,-2.000000000000000042e-03
1.000000000000000021e-03,-2.000000000000000042e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000125e-03,-2.000000000000000042e-03
1.000000000000000021e-03,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000125e-03,-2.000000000000000042e-03
1.000000000000000021e-03,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000104e-03,-2.000000000000000042e-03
0.000000000000000000e+00,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000083e-03,-1.000000000000000021e-03
0.000000000000000000e+00,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000062e-03,-1.000000000000000021e-03
0.000000000000000000e+00,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000062e-03,-1.000000000000000021e-03
0.000000000000000000e+00,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000062e-03,-1.000000000000000021e-03
0.000000000000000000e+00,-1.000000000000000021e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000042e-03,-1.000000000000000021e-03
0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000042e-03,-1.000000000000000021e-03
0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000042e-03,-0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-03,-0.000000000000000000e+00
