3.099999999999999978e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.999999999999999778e-01,-7.800000000000000266e-01,-7.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.099999999999999978e-01,-4.499999999999999833e-02,1.400000000000000029e-02,-6.199999999999999956e-02,-5.999999999999999778e-01,-4.590000000000000191e-01,-1.012999999999999901e+00,-1.600000000000000033e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.099999999999999978e-01,-8.999999999999999667e-02,2.900000000000000147e-02,-1.079999999999999988e-01,-5.999999999999999778e-01,-2.000000000000000111e-01,-1.197000000000000064e+00,-2.400000000000000050e-02,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00
3.099999999999999978e-01,-1.360000000000000098e-01,4.299999999999999656e-02,-1.409999999999999865e-01,-5.999999999999999778e-01,1.799999999999999864e-02,-1.350999999999999979e+00,-2.800000000000000058e-02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
3.079999999999999960e-01,-1.779999999999999916e-01,5.500000000000000028e-02,-1.650000000000000078e-01,-5.120000000000000107e-01,1.799999999999999864e-02,-1.383999999999999897e+00,-2.800000000000000058e-02,-3.884999999999999787e+00,-4.000000000000000000e+00,-3.920999999999999819e+00,-3.964999999999999858e+00,0.000000000000000000e+00
3.029999999999999916e-01,-2.159999999999999976e-01,6.400000000000000133e-02,-1.819999999999999951e-01,-4.480000000000000093e-01,1.799999999999999864e-02,-1.401999999999999913e+00,-2.699999999999999969e-02,-4.623999999999999666e+00,-5.000000000000000000e+00,-4.740000000000000213e+00,-4.887999999999999901e+00,0.000000000000000000e+00
2.959999999999999853e-01,-2.510000000000000009e-01,7.000000000000000666e-02,-1.930000000000000049e-01,-4.050000000000000266e-01,1.799999999999999864e-02,-1.405999999999999917e+00,-2.500000000000000139e-02,-5.259000000000000341e+00,-6.000000000000000000e+00,-5.487000000000000099e+00,-5.780999999999999694e+00,0.000000000000000000e+00
2.879999999999999782e-01,-2.849999999999999756e-01,7.399999999999999634e-02,-2.000000000000000111e-01,-3.800000000000000044e-01,1.799999999999999864e-02,-1.397000000000000020e+00,-2.299999999999999961e-02,-5.815000000000000391e+00,-7.000000000000000000e+00,-6.177999999999999936e+00,-6.647999999999999687e+00,0.000000000000000000e+00
2.790000000000000258e-01,-3.160000000000000031e-01,7.599999999999999811e-02,-2.039999999999999869e-01,-3.689999999999999947e-01,1.799999999999999864e-02,-1.379999999999999893e+00,-2.100000000000000130e-02,-6.302999999999999936e+00,-7.990999999999999659e+00,-6.817999999999999616e+00,-7.488000000000000433e+00,0.000000000000000000e+00
2.680000000000000160e-01,-3.449999999999999734e-01,7.599999999999999811e-02,-2.049999999999999878e-01,-3.689999999999999947e-01,1.799999999999999864e-02,-1.356000000000000094e+00,-1.899999999999999953e-02,-6.724999999999999645e+00,-8.958000000000000185e+00,-7.403999999999999915e+00,-8.289999999999999147e+00,0.000000000000000000e+00
